@relation train

@attribute u0 numeric
@attribute u1 numeric
@attribute u2 numeric
@attribute u3 numeric
@attribute u4 numeric
@attribute u6 numeric
@attribute u7 numeric
@attribute u8 numeric
@attribute u12 numeric
@attribute u14 numeric
@attribute u15 numeric
@attribute u16 numeric
@attribute u24 numeric
@attribute u28 numeric
@attribute u30 numeric
@attribute u31 numeric
@attribute u32 numeric
@attribute u48 numeric
@attribute u56 numeric
@attribute u60 numeric
@attribute u62 numeric
@attribute u63 numeric
@attribute u64 numeric
@attribute u96 numeric
@attribute u112 numeric
@attribute u120 numeric
@attribute u124 numeric
@attribute u126 numeric
@attribute u127 numeric
@attribute u128 numeric
@attribute u129 numeric
@attribute u131 numeric
@attribute u135 numeric
@attribute u143 numeric
@attribute u159 numeric
@attribute u191 numeric
@attribute u192 numeric
@attribute u193 numeric
@attribute u195 numeric
@attribute u199 numeric
@attribute u207 numeric
@attribute u223 numeric
@attribute u224 numeric
@attribute u225 numeric
@attribute u227 numeric
@attribute u231 numeric
@attribute u239 numeric
@attribute u240 numeric
@attribute u241 numeric
@attribute u243 numeric
@attribute u247 numeric
@attribute u248 numeric
@attribute u249 numeric
@attribute u251 numeric
@attribute u252 numeric
@attribute u253 numeric
@attribute u254 numeric
@attribute u255 numeric
@attribute unull numeric
@attribute emotion {ANGRY,DISTINGUISH,FEAR,HAPPY,NEUTRAL,SAD,SUPRISED}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,43,35,32,37,36,30,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,50,47,32,36,40,35,26,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,18,26,23,20,16,28,29,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,SUPRISED
3,7,10,12,6,2,1,2,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,29,7,12,12,9,8,9,4,10,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,SUPRISED
40,158,247,147,84,36,13,4,1,1,1,1,2,1,0,0,0,0,1,2,4,2,1,3,2,1,1,2,1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,SUPRISED
101,251,286,158,63,29,15,13,4,2,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,SUPRISED
79,209,267,189,80,20,10,5,4,0,4,1,0,2,0,3,2,2,2,0,0,0,0,0,2,3,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,SUPRISED
35,115,182,132,87,26,19,9,3,0,3,2,1,2,3,3,1,6,0,4,1,4,5,3,2,2,2,3,1,5,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,SUPRISED
3,1,4,7,5,5,6,4,0,1,1,2,3,1,2,2,1,6,2,3,1,2,1,16,19,18,18,13,17,7,15,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,34,34,33,38,27,40,32,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,SUPRISED
18,82,119,80,57,11,7,2,0,0,1,1,1,1,0,2,1,1,2,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,SUPRISED
24,78,115,131,92,44,20,13,7,5,1,6,1,5,4,4,3,5,2,2,6,5,3,5,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,SUPRISED
0,0,0,0,0,0,1,0,1,1,0,2,1,0,0,1,0,2,1,1,5,3,1,1,3,14,7,7,8,7,7,5,8,9,10,15,11,14,16,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,1,3,2,2,8,21,28,19,20,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,SUPRISED
28,76,121,104,74,29,18,10,3,4,5,5,5,1,1,0,3,1,1,4,0,3,2,3,1,3,1,1,1,0,4,1,7,5,5,6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,SUPRISED
31,63,100,71,89,40,29,10,3,2,3,2,0,1,0,1,3,0,1,2,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,45,24,6,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,SUPRISED
20,79,149,107,84,24,7,5,1,2,2,0,1,2,2,2,1,3,1,3,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,SUPRISED
3,17,25,34,31,19,8,11,5,5,5,5,5,9,6,7,3,11,9,3,3,8,5,5,4,5,1,7,6,1,2,2,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,SUPRISED
0,2,0,2,5,4,5,4,1,0,0,0,1,1,1,1,1,1,2,1,1,1,4,2,2,1,2,2,1,3,1,3,4,2,8,14,16,16,15,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,SUPRISED
2,0,1,4,3,7,10,8,3,3,0,0,0,1,0,0,0,2,2,3,0,0,4,1,1,4,2,2,2,2,4,3,3,2,2,26,19,28,17,16,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,827,SUPRISED
3,4,15,18,18,17,10,8,2,1,1,1,3,0,1,2,1,3,0,0,4,2,4,2,0,5,6,7,6,2,3,9,9,13,7,7,5,12,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,SUPRISED
17,27,45,71,94,39,25,11,4,2,1,3,0,0,0,1,1,1,1,1,1,2,0,41,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,34,15,7,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,SUPRISED
10,65,104,94,86,35,25,10,3,2,2,0,1,1,1,3,1,0,0,3,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,SUPRISED
0,0,3,5,8,3,5,6,4,4,4,5,4,0,3,2,3,4,2,8,5,6,5,12,11,11,5,3,2,6,9,7,6,4,3,3,4,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,SUPRISED
0,0,4,1,3,7,7,1,3,0,1,1,0,0,0,0,0,1,3,2,2,1,0,8,2,4,3,4,6,2,4,6,7,6,12,11,11,15,14,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848,SUPRISED
0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,3,1,1,1,2,4,2,1,4,5,16,21,13,9,13,22,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,894,SUPRISED
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,1,1,2,4,0,5,5,5,18,15,18,19,16,19,12,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,SUPRISED
0,0,0,0,0,1,2,3,4,7,2,3,2,2,2,3,2,3,3,1,4,1,6,41,22,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,43,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,26,37,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,SUPRISED
0,0,1,3,0,2,0,0,0,0,0,1,1,1,0,0,2,2,7,27,67,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,SUPRISED
0,0,1,2,2,4,1,6,0,0,2,1,1,2,3,2,4,7,20,12,16,9,7,10,6,7,4,4,6,3,2,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872,SUPRISED
0,0,0,0,1,1,3,5,1,1,1,0,0,0,2,3,1,1,1,3,1,4,1,14,10,12,14,19,11,11,14,12,4,2,7,3,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,SUPRISED
0,0,1,4,2,2,1,3,1,3,2,1,1,1,0,3,1,2,0,2,3,0,2,0,1,0,0,5,2,2,3,2,4,9,11,13,20,12,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,5,2,2,4,1,1,6,6,20,11,9,11,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,16,14,2,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,43,56,49,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,SUPRISED
1,1,0,1,1,4,7,7,3,6,6,1,4,9,18,18,27,30,3,6,5,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,SUPRISED
4,4,16,14,18,8,7,9,3,0,0,2,3,8,3,7,8,2,9,7,8,5,6,17,5,8,7,1,1,3,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,SUPRISED
4,10,19,30,37,17,23,14,3,1,2,1,2,0,2,1,0,7,6,4,7,6,7,2,2,2,2,3,2,3,5,3,13,6,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,19,7,7,15,8,16,9,11,16,16,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,1,5,0,3,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,9,11,11,5,16,19,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,1,5,13,7,7,18,23,13,23,16,5,6,1,3,3,3,2,2,2,1,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,SUPRISED
0,0,0,0,0,0,0,0,1,0,0,1,2,3,3,4,3,16,15,9,11,3,10,1,0,4,7,3,1,2,3,1,2,2,9,7,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,SUPRISED
1,0,0,0,1,4,3,5,12,14,7,7,13,5,4,5,7,3,8,6,13,4,1,2,2,2,5,1,1,4,3,4,3,5,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856,SUPRISED
1,0,2,0,1,4,4,3,0,1,0,1,0,2,0,0,1,0,1,1,1,1,0,1,7,10,9,12,7,10,9,13,18,23,10,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,7,4,5,8,7,6,14,9,19,5,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,7,8,13,20,8,16,22,24,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,15,12,17,7,7,13,25,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,SUPRISED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,17,18,20,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,43,48,53,51,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,ANGRY
0,1,4,5,7,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,53,60,53,45,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,ANGRY
34,89,80,49,43,8,4,2,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,0,2,17,29,36,44,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,ANGRY
17,59,79,97,75,17,10,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,0,2,1,1,1,0,1,1,28,28,17,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,ANGRY
3,9,13,18,16,10,4,4,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,2,1,3,4,21,10,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,16,22,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,ANGRY
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,21,23,16,17,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,ANGRY
47,175,177,135,79,30,27,20,6,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,ANGRY
88,184,200,139,77,24,17,18,9,4,9,7,5,4,7,3,3,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,ANGRY
78,184,222,149,101,37,15,9,6,5,0,4,2,0,2,2,3,0,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,ANGRY
65,189,192,177,144,47,18,17,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,ANGRY
7,9,22,28,24,15,2,5,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,8,7,10,13,11,20,23,31,41,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,9,14,9,15,13,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982,ANGRY
1,7,36,56,56,13,15,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,3,4,2,2,7,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764,ANGRY
9,39,68,90,69,66,33,43,15,11,4,10,6,8,6,5,6,6,3,3,6,5,4,1,0,2,4,0,3,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,ANGRY
0,0,0,0,0,0,1,1,1,0,0,2,2,0,1,1,1,2,1,4,3,2,1,0,3,2,5,3,2,0,3,4,2,4,3,8,7,7,8,8,5,14,16,20,15,18,6,1,2,0,0,0,0,0,0,0,0,0,835,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,2,4,3,3,4,2,1,0,3,3,2,3,5,2,4,4,1,7,9,8,21,20,27,22,8,8,8,0,0,0,0,0,0,0,0,835,ANGRY
21,42,70,91,102,44,33,20,6,1,4,6,1,2,3,1,2,1,3,4,2,4,4,2,3,7,2,2,3,7,3,3,3,5,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,ANGRY
31,96,144,162,95,28,8,2,3,0,0,0,1,2,0,0,0,2,1,0,0,0,1,0,0,3,13,21,13,25,11,18,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,32,35,24,30,27,27,19,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,11,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,ANGRY
7,32,71,109,134,20,16,12,4,2,1,0,0,1,0,1,0,2,0,0,0,0,1,3,2,2,3,4,2,8,6,13,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,ANGRY
1,9,19,36,55,12,13,4,3,3,2,3,5,1,4,7,4,3,6,5,5,1,2,4,12,7,3,6,1,5,3,3,5,5,3,5,7,5,4,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,ANGRY
2,0,0,2,1,7,4,4,3,1,0,2,0,0,1,1,0,2,1,1,0,0,2,0,0,0,1,1,0,0,0,5,1,0,1,9,8,5,15,14,9,14,9,21,20,26,21,15,10,2,0,0,0,0,0,0,0,0,783,ANGRY
0,0,1,0,1,3,9,4,0,2,1,0,1,0,1,0,1,1,0,2,1,1,2,1,1,0,1,0,1,0,1,0,0,0,2,10,9,8,8,13,6,6,13,12,10,17,37,30,33,13,1,0,1,0,0,0,0,0,759,ANGRY
7,8,22,49,35,25,12,15,8,5,2,5,2,1,2,2,3,2,1,0,1,1,1,1,1,2,2,3,2,3,3,3,1,2,8,8,8,9,7,6,6,5,5,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,712,ANGRY
56,124,194,176,119,32,15,9,2,2,0,1,0,0,3,0,1,0,2,1,1,0,0,0,0,2,4,15,8,7,16,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,29,25,34,40,29,23,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,5,11,23,37,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871,ANGRY
4,18,75,148,151,81,62,22,6,0,3,1,1,1,3,1,0,1,0,2,0,1,1,0,3,1,3,1,1,2,1,4,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,ANGRY
0,0,0,1,0,6,3,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,3,4,2,5,4,7,5,5,5,8,7,5,5,8,4,4,9,10,13,11,8,7,0,0,0,0,0,0,0,0,0,0,0,0,867,ANGRY
0,0,0,0,0,1,3,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,3,2,2,3,1,7,1,8,2,10,6,10,11,12,14,10,5,11,5,17,19,9,1,2,0,0,0,0,0,0,0,0,0,841,ANGRY
0,0,0,1,0,1,5,3,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,2,0,2,2,0,1,0,0,2,1,3,4,7,7,10,17,11,18,14,16,9,11,22,10,14,17,10,2,3,1,0,0,0,0,0,793,ANGRY
0,0,0,1,1,0,1,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,1,1,0,2,1,2,2,0,1,1,0,1,8,11,9,11,9,9,13,9,6,8,14,16,15,17,8,7,0,0,0,0,0,0,0,0,830,ANGRY
7,55,74,137,138,90,55,19,4,9,5,5,2,3,4,2,1,3,1,2,2,1,2,0,3,4,6,9,4,2,5,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,22,22,27,26,28,27,35,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,49,78,69,65,78,53,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,ANGRY
3,20,75,102,152,28,10,8,3,3,3,1,3,2,1,3,0,1,1,0,2,1,3,1,4,4,2,11,4,4,8,9,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,ANGRY
1,9,20,42,42,31,13,6,1,0,0,0,0,1,0,1,0,2,0,1,0,0,1,2,7,6,5,7,2,1,0,4,4,3,5,4,5,8,13,9,6,9,12,7,12,10,2,0,0,0,0,0,0,0,0,0,0,0,710,ANGRY
0,0,0,0,0,1,2,0,1,1,1,0,0,0,1,0,0,0,0,0,2,0,0,1,2,5,4,4,5,3,3,6,1,4,5,22,14,12,14,15,7,12,9,9,5,16,2,1,0,0,0,0,0,0,0,0,0,0,834,ANGRY
0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,3,2,0,4,1,1,0,3,2,2,9,5,13,15,11,13,11,8,13,21,21,15,8,8,3,0,0,1,0,0,0,0,0,821,ANGRY
8,7,29,48,60,16,15,5,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,1,2,3,7,5,6,7,6,11,9,14,12,24,25,16,10,8,0,1,1,0,0,0,0,0,657,ANGRY
7,34,80,114,123,51,20,5,3,4,0,3,2,0,0,1,0,3,3,0,1,0,1,1,3,5,6,6,12,18,12,23,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,22,28,23,36,34,35,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,ANGRY
